date,item_id,item_name,quantity_sold,price,cost,temperature,humidity,rainfall,feels_like_temp,is_holiday_x,is_exam_week,is_festival,student_count,staff_available,canteen_capacity,event_today,hostel_open,is_holiday_y,is_exam_period,day_of_week,month,day_of_year,week_of_year,is_weekend,sales_lag_1,sales_lag_7,sales_3day_avg,sales_same_day_prev_week,estimated_waste,waste_lag_1,revenue,total_cost,profit,item_popularity_rank,is_monsoon,is_winter,is_summer,temp_humidity_interaction,rain_temp_interaction,student_weekend_interaction,item_id_encoded
2023-01-19,chicken_roll,Chicken Roll,224,40,25,23.6,64.5,0.0,24.0,0,0,0,172,6,320,0,1,0,0,3,1,19,3,0,115.0,127.0,168.0,127.0,22.78202390625395,12.216835039012514,8960,5600,3360,4.0,0,1,0,15.222000000000001,0.0,0,0
2023-01-20,chicken_roll,Chicken Roll,202,40,25,27.0,84.5,0.0,29.4,0,0,0,147,6,320,0,1,0,0,4,1,20,3,0,224.0,114.0,180.33333333333334,114.0,30.282125003787936,22.78202390625395,8080,5050,3030,4.0,0,1,0,22.815,0.0,0,0
2023-01-21,chicken_roll,Chicken Roll,27,40,25,22.5,64.7,0.0,23.0,0,0,0,76,4,320,0,1,0,0,5,1,21,3,1,202.0,90.0,151.0,90.0,2.6717057000948627,30.282125003787936,1080,675,405,4.0,0,1,0,14.5575,0.0,76,0
2023-01-22,chicken_roll,Chicken Roll,80,40,25,15.0,69.2,0.0,15.9,0,0,0,74,4,320,0,1,0,0,6,1,22,3,1,27.0,85.0,103.0,85.0,4.940628518215818,2.6717057000948627,3200,2000,1200,4.0,0,1,0,10.38,0.0,74,0
2023-01-23,chicken_roll,Chicken Roll,107,40,25,28.2,72.4,0.0,29.4,0,0,0,137,6,320,0,1,0,0,0,1,23,4,0,80.0,228.0,71.33333333333333,228.0,14.087884090834832,4.940628518215818,4280,2675,1605,4.0,0,1,0,20.416800000000002,0.0,0,0
2023-01-24,chicken_roll,Chicken Roll,113,40,25,21.6,73.4,0.0,22.9,0,0,0,123,6,320,0,1,0,0,1,1,24,4,0,107.0,165.0,100.0,165.0,12.13204525302224,14.087884090834832,4520,2825,1695,4.0,0,1,0,15.854400000000004,0.0,0,0
2023-01-25,chicken_roll,Chicken Roll,143,40,25,15.0,54.5,0.0,14.4,0,0,0,155,5,320,0,1,0,0,2,1,25,4,0,113.0,115.0,121.0,115.0,16.134233081913827,12.13204525302224,5720,3575,2145,4.0,0,1,0,8.175,0.0,0,0
2023-01-26,chicken_roll,Chicken Roll,255,40,25,15.0,60.3,0.0,15.0,1,0,0,17,1,320,0,0,1,0,3,1,26,4,0,143.0,224.0,170.33333333333334,224.0,29.850325565597885,16.134233081913827,10200,6375,3825,4.0,0,1,0,9.045,0.0,0,0
2023-01-27,chicken_roll,Chicken Roll,179,40,25,15.0,77.2,0.0,16.7,0,0,0,158,5,320,0,1,0,0,4,1,27,4,0,255.0,202.0,192.33333333333334,202.0,18.07575327081378,29.850325565597885,7160,4475,2685,4.0,0,1,0,11.58,0.0,0,0
2023-01-28,chicken_roll,Chicken Roll,36,40,25,15.8,57.4,0.0,15.6,0,0,0,34,2,320,0,1,0,0,5,1,28,4,1,179.0,27.0,156.66666666666666,27.0,5.314273175456442,18.07575327081378,1440,900,540,4.0,0,1,0,9.0692,0.0,34,0
2023-01-29,chicken_roll,Chicken Roll,101,40,25,15.0,40.3,0.0,13.0,0,0,0,46,4,320,0,1,0,0,6,1,29,4,1,36.0,80.0,105.33333333333333,80.0,11.276511599569973,5.314273175456442,4040,2525,1515,4.0,0,1,0,6.045,0.0,46,0
2023-01-30,chicken_roll,Chicken Roll,153,40,25,26.1,87.3,0.0,28.9,0,0,0,177,7,320,0,1,0,0,0,1,30,5,0,101.0,107.0,96.66666666666667,107.0,15.826470529970788,11.276511599569973,6120,3825,2295,4.0,0,1,0,22.785300000000003,0.0,0,0
2023-01-31,chicken_roll,Chicken Roll,131,40,25,25.6,80.0,0.0,27.6,0,0,0,163,6,320,0,1,0,0,1,1,31,5,0,153.0,113.0,128.33333333333334,113.0,14.715462106011492,15.826470529970788,5240,3275,1965,4.0,0,1,0,20.48,0.0,0,0
2023-02-01,chicken_roll,Chicken Roll,185,40,25,22.5,85.0,0.0,25.0,0,0,0,278,5,320,0,1,0,0,2,2,32,5,0,131.0,143.0,156.33333333333334,143.0,14.593935903122144,14.715462106011492,7400,4625,2775,4.0,0,1,0,19.125,0.0,0,0
2023-02-02,chicken_roll,Chicken Roll,70,40,25,22.1,84.6,0.0,24.5,0,0,0,304,7,320,0,1,0,0,3,2,33,5,0,185.0,255.0,128.66666666666666,255.0,9.14809518061252,14.593935903122144,2800,1750,1050,4.0,0,1,0,18.6966,0.0,0,0
2023-02-03,chicken_roll,Chicken Roll,44,40,25,20.8,54.2,0.0,20.2,0,0,0,265,7,320,0,1,0,0,4,2,34,5,0,70.0,179.0,99.66666666666667,179.0,2.79545213375489,9.14809518061252,1760,1100,660,4.0,0,1,0,11.273600000000002,0.0,0,0
2023-02-04,chicken_roll,Chicken Roll,60,40,25,22.6,72.8,2.2,23.9,0,0,0,103,3,320,0,1,0,0,5,2,35,5,1,44.0,36.0,58.0,36.0,8.214213628831649,2.79545213375489,2400,1500,900,4.0,0,1,0,16.4528,38.28,103,0
2023-02-05,chicken_roll,Chicken Roll,66,40,25,19.7,65.7,8.1,20.2,0,0,0,133,4,320,0,1,0,0,6,2,36,5,1,60.0,101.0,56.666666666666664,101.0,7.858135688926479,8.214213628831649,2640,1650,990,4.0,0,1,0,12.9429,164.43,133,0
2023-02-06,chicken_roll,Chicken Roll,181,40,25,19.6,90.4,0.0,22.7,0,0,0,255,5,320,0,1,0,0,0,2,37,6,0,66.0,153.0,102.33333333333333,153.0,13.941974515704956,7.858135688926479,7240,4525,2715,4.0,0,1,0,17.718400000000003,0.0,0,0
2023-02-07,chicken_roll,Chicken Roll,183,40,25,20.7,72.5,0.0,22.0,0,0,0,259,6,320,0,1,0,0,1,2,38,6,0,181.0,131.0,143.33333333333334,131.0,19.367472821276472,13.941974515704956,7320,4575,2745,4.0,0,1,0,15.0075,0.0,0,0
2023-02-08,chicken_roll,Chicken Roll,90,40,25,15.0,48.7,0.0,13.9,0,0,0,284,5,320,0,1,0,0,2,2,39,6,0,183.0,185.0,151.33333333333334,185.0,9.678475998023439,19.367472821276472,3600,2250,1350,4.0,0,1,0,7.305,0.0,0,0
2023-02-09,chicken_roll,Chicken Roll,197,40,25,25.1,92.7,0.0,28.4,0,0,0,271,7,320,0,1,0,0,3,2,40,6,0,90.0,70.0,156.66666666666666,70.0,26.064988038213432,9.678475998023439,7880,4925,2955,4.0,0,1,0,23.2677,0.0,0,0
2023-02-10,chicken_roll,Chicken Roll,87,40,25,16.3,60.2,0.0,16.4,0,0,0,280,5,320,0,1,0,0,4,2,41,6,0,197.0,44.0,124.66666666666667,44.0,11.268516772446993,26.064988038213432,3480,2175,1305,4.0,0,1,0,9.812600000000002,0.0,0,0
2023-02-11,chicken_roll,Chicken Roll,115,40,25,15.0,64.4,0.0,15.4,0,0,0,126,3,320,0,1,0,0,5,2,42,6,1,87.0,60.0,133.0,60.0,15.798954509899337,11.268516772446993,4600,2875,1725,4.0,0,1,0,9.660000000000002,0.0,126,0
2023-02-12,chicken_roll,Chicken Roll,10,40,25,20.1,68.0,0.0,20.9,0,0,0,145,4,320,0,1,0,0,6,2,43,6,1,115.0,66.0,70.66666666666667,66.0,0.6428403191241416,15.798954509899337,400,250,150,4.0,0,1,0,13.668000000000001,0.0,145,0
2023-02-13,chicken_roll,Chicken Roll,208,40,25,18.1,62.5,4.1,18.4,0,0,0,319,5,320,0,1,0,0,0,2,44,7,0,10.0,181.0,111.0,181.0,28.977661337940198,0.6428403191241416,8320,5200,3120,4.0,0,1,0,11.3125,89.78999999999999,0,0
2023-02-14,chicken_roll,Chicken Roll,133,40,25,21.5,47.1,0.0,20.2,0,0,0,299,7,320,0,1,0,0,1,2,45,7,0,208.0,183.0,117.0,183.0,11.676388800489836,28.977661337940198,5320,3325,1995,4.0,0,1,0,10.1265,0.0,0,0
2023-02-15,chicken_roll,Chicken Roll,69,40,25,15.0,64.9,0.0,15.5,0,0,0,290,5,320,0,1,0,0,2,2,46,7,0,133.0,90.0,136.66666666666666,90.0,4.353189185626645,11.676388800489836,2760,1725,1035,4.0,0,1,0,9.735000000000001,0.0,0,0
2023-02-16,chicken_roll,Chicken Roll,35,40,25,24.2,56.9,0.0,23.8,0,0,0,285,6,320,0,1,0,0,3,2,47,7,0,69.0,197.0,79.0,197.0,4.828096089313934,4.353189185626645,1400,875,525,4.0,0,1,0,13.7698,0.0,0,0
2023-02-17,chicken_roll,Chicken Roll,122,40,25,23.2,76.4,0.0,24.9,0,0,0,309,7,320,0,1,0,0,4,2,48,7,0,35.0,87.0,75.33333333333333,87.0,6.285059126262237,4.828096089313934,4880,3050,1830,4.0,0,1,0,17.724800000000002,0.0,0,0
2023-02-18,chicken_roll,Chicken Roll,133,40,25,23.9,83.4,0.0,26.3,0,0,0,112,3,320,0,1,0,0,5,2,49,7,1,122.0,115.0,96.66666666666667,115.0,16.49039660779301,6.285059126262237,5320,3325,1995,4.0,0,1,0,19.9326,0.0,112,0
2023-02-19,chicken_roll,Chicken Roll,20,40,25,27.7,56.0,0.0,27.3,0,0,0,105,4,320,0,1,0,0,6,2,50,7,1,133.0,10.0,91.66666666666667,10.0,2.64322347213359,16.49039660779301,800,500,300,4.0,0,1,0,15.512,0.0,105,0
2023-02-20,chicken_roll,Chicken Roll,230,40,25,21.3,50.5,0.0,20.4,0,0,0,448,5,450,1,1,0,0,0,2,51,8,0,20.0,208.0,127.66666666666667,208.0,14.136688816584225,2.64322347213359,9200,5750,3450,4.0,0,1,0,10.7565,0.0,0,0
2023-02-21,chicken_roll,Chicken Roll,164,40,25,15.0,75.5,9.4,16.5,0,0,0,291,5,320,0,1,0,0,1,2,52,8,0,230.0,133.0,138.0,133.0,22.189937747546463,14.136688816584225,6560,4100,2460,4.0,0,1,0,11.325,235.0,0,0
2023-02-22,chicken_roll,Chicken Roll,236,40,25,29.9,62.2,0.0,30.1,0,0,0,260,6,320,0,1,0,0,2,2,53,8,0,164.0,69.0,210.0,69.0,12.456446123024325,22.189937747546463,9440,5900,3540,4.0,0,1,0,18.5978,0.0,0,0
2023-02-23,chicken_roll,Chicken Roll,100,40,25,23.8,60.2,2.8,23.8,0,0,0,295,7,320,0,1,0,0,3,2,54,8,0,236.0,35.0,166.66666666666666,35.0,5.825462275151662,12.456446123024325,4000,2500,1500,4.0,0,1,0,14.327600000000002,45.35999999999999,0,0
2023-02-24,chicken_roll,Chicken Roll,133,40,25,20.6,69.9,3.6,21.5,0,0,0,316,6,320,0,1,0,0,4,2,55,8,0,100.0,122.0,156.33333333333334,122.0,18.15110964698766,5.825462275151662,5320,3325,1995,4.0,0,1,0,14.399400000000004,69.84,0,0
2023-02-25,chicken_roll,Chicken Roll,96,40,25,23.3,69.8,0.0,24.3,0,0,0,128,4,320,0,1,0,0,5,2,56,8,1,133.0,133.0,109.66666666666667,133.0,5.321422586024536,18.15110964698766,3840,2400,1440,4.0,0,1,0,16.2634,0.0,128,0
2023-02-26,chicken_roll,Chicken Roll,44,40,25,19.0,40.0,0.0,17.0,0,0,0,132,4,320,0,1,0,0,6,2,57,8,1,96.0,20.0,91.0,20.0,4.095182952576669,5.321422586024536,1760,1100,660,4.0,0,1,0,7.6,0.0,132,0
2023-02-27,chicken_roll,Chicken Roll,210,40,25,20.3,78.8,0.0,22.2,0,0,0,239,7,320,0,1,0,0,0,2,58,9,0,44.0,230.0,116.66666666666667,230.0,20.901456043016047,4.095182952576669,8400,5250,3150,4.0,0,1,0,15.996400000000001,0.0,0,0
2023-02-28,chicken_roll,Chicken Roll,155,40,25,15.8,60.4,0.0,15.8,0,0,0,302,5,320,0,1,0,0,1,2,59,9,0,210.0,164.0,136.33333333333334,164.0,11.896093689773837,20.901456043016047,6200,3875,2325,4.0,0,1,0,9.5432,0.0,0,0
2023-03-01,chicken_roll,Chicken Roll,141,40,25,39.4,74.3,0.0,40.9,0,0,0,270,7,320,0,1,0,0,2,3,60,9,0,155.0,236.0,168.66666666666666,236.0,14.621657870382151,11.896093689773837,5640,3525,2115,4.0,0,0,1,29.274199999999997,0.0,0,0
2023-03-02,chicken_roll,Chicken Roll,248,40,25,24.7,42.2,0.0,22.9,0,0,0,293,6,320,0,1,0,0,3,3,61,9,0,141.0,100.0,181.33333333333334,100.0,25.289879327273187,14.621657870382151,9920,6200,3720,4.0,0,0,1,10.4234,0.0,0,0
2023-03-03,chicken_roll,Chicken Roll,200,40,25,37.9,52.6,6.9,37.1,0,0,0,300,7,320,0,1,0,0,4,3,62,9,0,248.0,133.0,196.33333333333334,133.0,22.9983985663376,25.289879327273187,8000,5000,3000,4.0,0,0,1,19.9354,14.49000000000001,0,0
2023-03-04,chicken_roll,Chicken Roll,63,40,25,36.6,44.1,0.0,35.0,0,0,0,126,2,320,0,1,0,0,5,3,63,9,1,200.0,96.0,170.33333333333334,96.0,5.518161123477802,22.9983985663376,2520,1575,945,4.0,0,0,1,16.140600000000003,0.0,126,0
2023-03-05,chicken_roll,Chicken Roll,94,40,25,31.9,71.2,0.0,33.0,0,0,0,107,2,320,0,1,0,0,6,3,64,9,1,63.0,44.0,119.0,44.0,13.041757972682166,5.518161123477802,3760,2350,1410,4.0,0,0,1,22.7128,0.0,107,0
2023-03-06,chicken_roll,Chicken Roll,219,40,25,31.5,40.0,6.2,29.5,0,0,0,271,6,320,0,1,0,0,0,3,65,10,0,94.0,210.0,125.33333333333333,210.0,16.060085977441677,13.041757972682166,8760,5475,3285,4.0,0,0,1,12.6,52.7,0,0
2023-03-07,chicken_roll,Chicken Roll,172,40,25,27.8,65.1,0.0,28.3,0,0,0,273,7,320,0,1,0,0,1,3,66,10,0,219.0,155.0,161.66666666666666,155.0,16.87991169512874,16.060085977441677,6880,4300,2580,4.0,0,0,1,18.0978,0.0,0,0
2023-03-08,chicken_roll,Chicken Roll,130,40,25,36.7,56.1,23.8,34.4,1,0,1,23,3,320,0,0,1,0,2,3,67,10,0,172.0,141.0,173.66666666666666,141.0,12.967416717929146,16.87991169512874,5200,3250,1950,4.0,0,0,1,20.588700000000003,78.53999999999994,0,0
2023-03-09,chicken_roll,Chicken Roll,68,40,25,45.0,70.3,0.0,46.0,0,0,0,292,7,320,0,1,0,0,3,3,68,10,0,130.0,248.0,123.33333333333333,248.0,10.084228770338553,12.967416717929146,2720,1700,1020,4.0,0,0,1,31.635,-0.0,0,0
2023-03-10,chicken_roll,Chicken Roll,75,40,25,30.7,51.5,0.0,29.9,0,0,0,320,5,320,0,1,0,0,4,3,69,10,0,68.0,200.0,91.0,200.0,9.416954879422926,10.084228770338553,3000,1875,1125,4.0,0,0,1,15.8105,0.0,0,0
2023-03-11,chicken_roll,Chicken Roll,108,40,25,33.6,59.5,0.0,33.6,0,0,0,93,2,320,0,1,0,0,5,3,70,10,1,75.0,63.0,83.66666666666667,63.0,14.316588890965559,9.416954879422926,4320,2700,1620,4.0,0,0,1,19.992,0.0,93,0
2023-03-12,chicken_roll,Chicken Roll,90,40,25,32.4,65.7,0.0,32.9,0,0,0,106,2,320,0,1,0,0,6,3,71,10,1,108.0,94.0,91.0,94.0,7.640142385529851,14.316588890965559,3600,2250,1350,4.0,0,0,1,21.2868,0.0,106,0
2023-03-13,chicken_roll,Chicken Roll,184,40,25,38.8,85.8,1.1,41.3,0,0,0,251,5,320,0,1,0,0,0,3,72,11,0,90.0,219.0,127.33333333333333,219.0,16.310354973776164,7.640142385529851,7360,4600,2760,4.0,0,0,1,33.2904,1.3200000000000032,0,0
2023-03-14,chicken_roll,Chicken Roll,98,40,25,44.0,46.1,0.0,42.6,0,0,0,283,7,320,0,1,0,0,1,3,73,11,0,184.0,172.0,124.0,172.0,9.873029521332152,16.310354973776164,3920,2450,1470,4.0,0,0,1,20.284000000000002,-0.0,0,0
2023-03-15,chicken_roll,Chicken Roll,71,40,25,27.7,56.0,3.9,27.3,0,0,0,279,5,320,0,1,0,0,2,3,74,11,0,98.0,130.0,117.66666666666667,130.0,7.832266793813338,9.873029521332152,2840,1775,1065,4.0,0,0,1,15.512,47.97,0,0
2023-03-16,chicken_roll,Chicken Roll,154,40,25,24.4,53.4,3.0,23.8,0,0,0,251,6,320,0,1,0,0,3,3,75,11,0,71.0,68.0,107.66666666666667,68.0,14.952457250570443,7.832266793813338,6160,3850,2310,4.0,0,0,1,13.029599999999999,46.800000000000004,0,0
2023-03-17,chicken_roll,Chicken Roll,162,40,25,28.1,58.6,0.0,28.0,0,0,0,282,6,320,0,1,0,0,4,3,76,11,0,154.0,75.0,129.0,75.0,9.539600330936398,14.952457250570443,6480,4050,2430,4.0,0,0,1,16.4666,0.0,0,0
2023-03-18,chicken_roll,Chicken Roll,74,40,25,32.6,67.4,0.0,33.3,0,0,0,118,4,320,0,1,0,0,5,3,77,11,1,162.0,108.0,130.0,108.0,6.396651501906412,9.539600330936398,2960,1850,1110,4.0,0,0,1,21.972400000000004,0.0,118,0
2023-03-19,chicken_roll,Chicken Roll,86,40,25,33.4,97.4,0.9,37.1,0,0,0,117,4,320,0,1,0,0,6,3,78,11,1,74.0,90.0,107.33333333333333,90.0,7.3740444525451565,6.396651501906412,3440,2150,1290,4.0,0,0,1,32.5316,5.940000000000001,117,0
2023-03-20,chicken_roll,Chicken Roll,72,40,25,45.0,49.8,0.0,44.0,0,0,0,256,6,320,0,1,0,0,0,3,79,12,0,86.0,184.0,77.33333333333333,184.0,7.318200855154337,7.3740444525451565,2880,1800,1080,4.0,0,0,1,22.41,-0.0,0,0
2023-03-21,chicken_roll,Chicken Roll,231,40,25,27.2,80.5,0.0,29.3,0,0,0,10,1,450,1,0,1,0,1,3,80,12,0,72.0,98.0,129.66666666666666,98.0,19.89419722904525,7.318200855154337,9240,5775,3465,4.0,0,0,1,21.896,0.0,0,0
2023-03-22,chicken_roll,Chicken Roll,125,40,25,22.2,49.4,17.5,19.1,0,0,0,289,7,320,0,1,0,0,2,3,81,12,0,231.0,71.0,142.66666666666666,71.0,8.25948919350978,19.89419722904525,5000,3125,1875,4.0,0,0,1,10.9668,311.5,0,0
2023-03-23,chicken_roll,Chicken Roll,76,40,25,44.7,55.6,0.0,44.3,0,0,0,264,5,320,0,1,0,0,3,3,82,12,0,125.0,154.0,144.0,154.0,5.773238196311393,8.25948919350978,3040,1900,1140,4.0,0,0,1,24.8532,-0.0,0,0
2023-03-24,chicken_roll,Chicken Roll,127,40,25,29.0,62.1,0.0,29.2,0,0,0,297,6,320,0,1,0,0,4,3,83,12,0,76.0,162.0,109.33333333333333,162.0,10.320292385542656,5.773238196311393,5080,3175,1905,4.0,0,0,1,18.009,0.0,0,0
2023-03-25,chicken_roll,Chicken Roll,109,40,25,38.5,53.8,0.0,37.8,0,0,0,78,4,320,0,1,0,0,5,3,84,12,1,127.0,74.0,104.0,74.0,8.787192403367216,10.320292385542656,4360,2725,1635,4.0,0,0,1,20.712999999999997,0.0,78,0
2023-03-26,chicken_roll,Chicken Roll,61,40,25,45.0,64.9,0.0,45.5,0,0,0,82,4,320,0,1,0,0,6,3,85,12,1,109.0,86.0,99.0,86.0,5.776909673386327,8.787192403367216,2440,1525,915,4.0,0,0,1,29.205000000000005,-0.0,82,0
2023-03-27,chicken_roll,Chicken Roll,77,40,25,42.2,50.1,0.0,41.2,0,0,0,280,7,320,0,1,0,0,0,3,86,13,0,61.0,72.0,82.33333333333333,72.0,6.161963582704525,5.776909673386327,3080,1925,1155,4.0,0,0,1,21.142200000000003,-0.0,0,0
2023-03-28,chicken_roll,Chicken Roll,149,40,25,21.7,82.6,0.0,24.0,0,0,0,449,7,450,1,1,0,0,1,3,87,13,0,77.0,231.0,95.66666666666667,231.0,16.847006218865193,6.161963582704525,5960,3725,2235,4.0,0,0,1,17.9242,0.0,0,0
2023-03-29,chicken_roll,Chicken Roll,210,40,25,28.9,56.8,0.0,28.5,0,0,0,461,5,450,1,1,0,0,2,3,88,13,0,149.0,125.0,145.33333333333334,125.0,19.19037545316619,16.847006218865193,8400,5250,3150,4.0,0,0,1,16.4152,0.0,0,0
2023-03-30,chicken_roll,Chicken Roll,152,40,25,37.4,47.9,15.5,34.2,0,0,0,278,5,320,0,1,0,0,3,3,89,13,0,210.0,76.0,170.33333333333334,76.0,19.60256386493992,19.19037545316619,6080,3800,2280,4.0,0,0,1,17.914599999999997,40.300000000000026,0,0
2023-03-31,chicken_roll,Chicken Roll,74,40,25,41.2,57.3,0.0,40.9,0,0,0,283,7,320,0,1,0,0,4,3,90,13,0,152.0,127.0,145.33333333333334,127.0,8.38325613621362,19.60256386493992,2960,1850,1110,4.0,0,0,1,23.6076,-0.0,0,0
2023-04-01,chicken_roll,Chicken Roll,32,40,25,43.5,58.3,0.0,43.4,0,0,0,142,4,320,0,1,0,0,5,4,91,13,1,74.0,109.0,86.0,109.0,2.417470786860516,8.38325613621362,1280,800,480,4.0,0,0,1,25.3605,-0.0,142,0
2023-04-02,chicken_roll,Chicken Roll,111,40,25,34.8,40.0,0.0,32.8,0,0,0,94,2,320,0,1,0,0,6,4,92,13,1,32.0,61.0,72.33333333333333,61.0,9.411965001687784,2.417470786860516,4440,2775,1665,4.0,0,0,1,13.92,0.0,94,0
2023-04-03,chicken_roll,Chicken Roll,178,40,25,41.7,73.8,0.0,43.1,0,0,0,296,7,320,0,1,0,0,0,4,93,14,0,111.0,77.0,107.0,77.0,18.104862159890022,9.411965001687784,7120,4450,2670,4.0,0,0,1,30.7746,-0.0,0,0
2023-04-04,chicken_roll,Chicken Roll,124,40,25,38.2,69.1,0.0,39.1,0,0,0,306,7,320,0,1,0,0,1,4,94,14,0,178.0,149.0,137.66666666666666,149.0,7.0580514910403656,18.104862159890022,4960,3100,1860,4.0,0,0,1,26.3962,0.0,0,0
2023-04-05,chicken_roll,Chicken Roll,81,40,25,38.3,65.8,0.0,38.9,0,0,0,309,6,320,0,1,0,0,2,4,95,14,0,124.0,210.0,127.66666666666667,210.0,8.82730352637731,7.0580514910403656,3240,2025,1215,4.0,0,0,1,25.2014,0.0,0,0
